Titre Article;Source;Date;Pays;Journal;Texte Article;Domaine;Isclimate;Prédiction
Ardèche. Carole Dumay s'est lancée dans la production paysanne de spiruline pour « aider les gens à se sentir mieux »;https://www.ledauphine.com/economie/2023/10/09/carole-dumay-s-est-lancee-dans-la-production-paysanne-de-spiruline-pour-aider-les-gens-a-se-sentir-mieux;2023-10-09 16:13:00;France;LeDauphine.fr;Sur les hauteurs de Vesseaux, Carole Dumay s’est engagée dans la culture de spiruline depuis 2019. Elle a ainsi rejoint le cercle très confidentiel de la centaine de producteurs et productrices en France qui cultivent une spiruline de haute qualité au sein de fermes artisanales.;"Economie; Agriculture; Vesseaux; Vals-les-Bains et autour; Edition Aubenas / Privas / Vallée du Rhône; Ardèche";;FALSE
Tournon-sur-Rhône. Une semaine pour enrichir les échanges scolaires;https://www.ledauphine.com/education/2023/10/10/une-semaine-pour-enrichir-les-echanges-scolaires;2023-10-10 15:22:00;France;LeDauphine.fr;Au lycée Gabriel-Faure, les échanges internationaux entre élèves vont bon train, et ce depuis fort longtemps. Cette année, 77 élèves, 30 de Fellbach en Allemagne et 47 des Pays-Bas sont venus pour un échange linguistique et culturel avec les lycéens tournonais.;"Education; Collège - Lycée; Tournon-sur-Rhône; Bassin de Tain-Tournon; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Annonay. Des élèves échangent sur la Résistance avec un historien dans le théâtre;https://www.ledauphine.com/societe/2023/10/10/des-eleves-echangent-sur-la-resistance-avec-un-historien-dans-le-theatre;2023-10-10 15:16:00;France;LeDauphine.fr;À l’occasion des 80 ans du Conseil national de la Résistance, l’Association nationale des anciens combattants et amis de la résistance du comité d’Annonay a organisé une conférence. Ce lundi 9 octobre, Olivier Vallade, chercheur en histoire au CNRS et petit-fils de Lucie et Raymond Aubrac est intervenu auprès des élèves au théâtre des Cordeliers.;"Société; Histoire; Annonay; Annonay-bassin; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Le Teil. Une journée dédiée aux risques et catastrophes, mardi 17 octobre;https://www.ledauphine.com/environnement/2023/10/10/une-journee-dediee-aux-risques-et-catastrophes;2023-10-10 15:05:00;France;LeDauphine.fr;La journée nationale de la résilience est une journée dédiée à la réduction des risques de catastrophes en France. Elle aura lieu au Teil pour la deuxième année consécutive le mardi 17 octobre.;"Catastrophes; Environnement; Le Teil; Le Teil et autour; Edition Aubenas / Privas / Vallée du Rhône; Ardèche";;FALSE
Athlétisme. La belle surprise d’Allier au 20 km de Paris;https://www.ledauphine.com/sport/2023/10/09/la-belle-surprise-d-allier-sur-20-km;2023-10-09 22:32:00;France;LeDauphine.fr;Deux mois après les Mondiaux universitaires, l’Ardéchoise Mélanie Allier a fait sa course de rentrée, dimanche, lors des 20 km de Paris. Une première sur la distance ponctuée d’une belle 7e  place.;"Sport; Athlétisme; Running; Sports Drôme-Ardèche; Ardèche";;FALSE
Aubenas. Nouveau stade de rugby : « C’est parti ! »;https://www.ledauphine.com/sport/2023/10/09/nouveau-stade-de-rugby-c-est-parti;2023-10-09 19:59:00;France;LeDauphine.fr;Le comité de pilotage du projet du nouveau stade de rugby à Aubenas s’est réuni ce lundi 9 octobre pour lancer officiellement l’étude de faisabilité et de programmation. Le début des travaux a été annoncé pour l’année 2026.;"Sport; Rugby; RCAV (Rugby Club Aubenas Vals); Sports Drôme-Ardèche; Ardèche; Aubenas; Aubenas-bassin; Edition Aubenas / Privas / Vallée du Rhône";;FALSE
Vernoux-en-Vivarais. Bienvenue au festival “3 jours pour l’eau, notre bien commun”;https://www.ledauphine.com/societe/2023/10/09/bienvenue-au-festival-3-jours-pour-l-eau-notre-bien-commun;2023-10-09 19:03:00;France;LeDauphine.fr;Fort du succès des “3 jours de l’abeille”, est désormais lancée l’opération “3 jours pour l’eau” car le sujet est bien d’actualité. Ils sont une dizaine de personnes en provenance de différents lieux du plateau de Vernoux à travailler, réfléchir sur le sujet de l’eau.;"Société; Vie associative; Vernoux-en-Vivarais; De l'Ay au Doux; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Annonay. Badminton : pour Plumes d’Ardèche-Nord, une première journée mitigée;https://www.ledauphine.com/sport/2023/10/09/badminton-pour-plumes-d-ardeche-nord-une-premiere-journee-mitigee;2023-10-09 19:02:00;France;LeDauphine.fr;Pour ce premier dimanche en Pré régional, les badistes annonéens ont affronté avec succès les sud ardéchois valsois et ont lourdement perdu contreles Péageois.;"Annonay; Annonay-bassin; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Privas. « Les Castagnades sont aussi la vitrine de notre histoire »;https://www.ledauphine.com/culture-loisirs/2023/10/09/les-castagnades-sont-aussi-la-vitrine-de-notre-histoire;2023-10-09 17:18:00;France;LeDauphine.fr;Privas va vivre au rythme des fêtes de la châtaigne du 20 au 22 octobre. Un événement majeur de l’année qui a de nombreuses symboliques.;"Culture - Loisirs; Musique; Patrimoine culturel; Livres - BD; Exposition - Arts plastiques; Spectacle; Marché; Balades et randonnées; Foire et salon; Fête locale; Soirée, repas et thé dansant; Conférence, rencontre; Société; Histoire; Privas; Privas-bassin; Edition Aubenas / Privas / Vallée du Rhône; Ardèche";;FALSE
Ardèche. Dans le Bassin annonéen, le Téléthon se muscle pour la campagne annuelle;https://www.ledauphine.com/societe/2023/10/09/dans-le-bassin-annoneen-le-telethon-se-muscle-pour-la-campagne-annuelle;2023-10-09 16:20:00;France;LeDauphine.fr;Jeudi 5 octobre, la coordination Téléthon de l’Ardèche du nord a organisé une réunion pour faire le point sur les animations prévues. Une vingtaine de bénévoles des différents comités locaux ont répondu à l’appel.;"Société; Vie associative; Annonay; Annonay-bassin; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Ardèche. Deux attaques de loup en quelques jours à Coucouron et Berzème ?;https://www.ledauphine.com/faits-divers-justice/2023/10/09/deux-attaques-de-loup-en-quelques-jours-a-coucouron-et-berzeme;2023-10-09 15:43:00;France;LeDauphine.fr;Le loup a-t-il sévi à deux reprises en l’espace de quelques jours dans la département de l’Ardèche ?;"Faits-divers - Justice; Ardèche; Coucouron; Berzème; Edition Aubenas / Privas / Vallée du Rhône; Fil Info";;FALSE
Saint-Agrève. La grande fête du jardin partagé le 14 octobre en Nord-Ardèche;https://www.ledauphine.com/societe/2023/10/09/la-grande-fete-du-jardin-partage-ce-samedi;2023-10-09 14:53:00;France;LeDauphine.fr;Le jardin partagé Aux mille partages du quartier Sénéclauze est la propriété de la mairie et est coordonné par l’oDyssée, le centre socioculturel local. Stéphanie Coiffard, l’animatrice du jardin, propose une journée portes ouvertes ce samedi 14 octobre de 10 à 16 heures avec de nombreuses animations pour tous.;"Société; Vie associative; Saint-Agrève; Haut-Vivarais; Edition Annonay / Nord Ardèche; Ardèche";;FALSE
Valence. Pourquoi un service du Département de la Drôme débraye;https://www.ledauphine.com/social/2023/10/10/pourquoi-un-service-du-departement-de-la-drome-debraye;2023-10-10 10:55:00;France;LeDauphine.fr;Ils - enfin, surtout elles - gèrent les quelque 2 800 payes du Département de la Drôme. Ce mardi 10 octobre, la petite vingtaine d’agents du service Carrière et rémunération de la collectivité sont en grève.;"Social; Conflit social; Drôme; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme";;FALSE
Drôme. Série de vols sur les aires de l’A7 : deux frères interpellés à Marseille;https://www.ledauphine.com/faits-divers-justice/2023/10/09/serie-de-vols-sur-les-aires-de-l-a7-deux-freres-interpelles-a-marseille;2023-10-09 20:47:00;France;LeDauphine.fr;Deux frères, âgés d’une trentaine d’années, ont été interpellés en fin de semaine dernière à Marseille.;"Faits-divers - Justice; Crime, délit et contravention; Montélimar; Montélimar-bassin; Edition Montélimar / Drôme Provençale; Drôme; Fil Info";;FALSE
Valence. Dans les parkings Q-Park, les recettes (re)fonctionnent;https://www.ledauphine.com/politique/2023/10/09/dans-les-parkings-q-park-les-recettes-(re)fonctionnent;2023-10-10 10:15:00;France;LeDauphine.fr;Depuis 1999, la Ville de Valence délègue dix parcs de stationnement à une entreprise privée. Chaque année, Q-Park remet un rapport de synthèse. Celui de l’année 2022 a été présenté en conseil municipal lundi 9 octobre, et il est clairement positif pour l’entreprise.;"Politique; Conseil municipal; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme";;FALSE
Drôme. Mort de Chantal de Chillou de Saint-Albert : son meurtrier fait appel;https://www.ledauphine.com/faits-divers-justice/2023/10/09/mort-de-chantal-de-chillou-de-saint-albert-son-meurtrier-fait-appel;2023-10-09 19:11:00;France;LeDauphine.fr;À l’issue de quatre jours de procès, jeudi 28 septembre au soir, Raymond T.;"Faits-divers - Justice; Crime, délit et contravention; Chatuzange-le-Goubet; Bourg-de-Péage-bassin; Edition Romans / Nord Drôme; Drôme; Fil Info; Info Premium";;FALSE
Bourg-lès-Valence. David Castello Lopes, le 20 octobre dans la Drôme : « Plus jeune, l’idée de monter sur scène me terrorisait ! »;https://www.ledauphine.com/culture-loisirs/2023/10/10/david-castello-lopes-plus-jeune-l-idee-de-monter-sur-scene-me-terrorisait;2023-10-10 14:36:00;France;LeDauphine.fr;Il est journaliste mais aussi humoriste, David Castello Lopes sera sur la scène du théâtre Le Rhône le vendredi 20 octobre avec son premier spectacle Authentique. Il nous en parle dans son interview.;"Culture - Loisirs; Spectacle; Bourg-lès-Valence; Rovaltain; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme";;FALSE
Valence. En 2023, trois familles de délinquants expulsées et deux baux commerciaux résiliés;https://www.ledauphine.com/faits-divers-justice/2023/10/09/en-2023-trois-familles-de-delinquants-expulsees-et-deux-baux-commerciaux-resilies;2023-10-09 18:48:00;France;LeDauphine.fr;Depuis le début de l’année, trois expulsions locatives de familles « de délinquants notoirement connus » ont été conduites à Valence, et une quatrième procédure est engagée.;"Faits-divers - Justice; Crime, délit et contravention; Société; Logement; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme; Fil Info";;FALSE
Rugby - Pro D2. « Le Cantal, ce n’est pas Nice » : Royer, récit d’un retour réussi au VRDR;https://www.ledauphine.com/sport/2023/10/10/le-cantal-ce-n-est-pas-nice-royer-recit-d-un-retour-reussi-au-vrdr;2023-10-10 06:05:00;France;LeDauphine.fr;De retour à Valence-Romans après un intermède mitigé à Aurillac pendant 2 saisons, le pilier Julien Royer retrouve le goût de la compétition et pose un regard plus mature sur son évolution et celle de son club, surprenant promu en Pro D2.;"Sport; Rugby; Sports Hautes-Alpes; VRDR (Valence Romans Drôme Rugby); Pro D2; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme; Romans; Romans-sur-Isère; Edition Romans / Nord Drôme; Fil Info";;FALSE
Puygiron. Après l’incendie qui a ravagé le local technique de XP2i, l’association lance un appel aux dons;https://www.ledauphine.com/faits-divers-justice/2023/10/10/apres-l-incendie-qui-a-ravage-le-local-technique-de-xp2i-l-association-lance-un-appel-aux-dons;2023-10-10 15:10:00;France;LeDauphine.fr;Victime d’un incendie qui a détruit l’ensemble du matériel entreposé dans le local technique, le président et le directeur de l’association ont décidé de faire un appel aux dons afin de racheter du matériel en urgence pour ne pas que les personnels en réinsertion se retrouvent en chômage technique.;"Faits-divers - Justice; Puygiron; Autour de Montélimar; Edition Montélimar / Drôme Provençale; Drôme; Economie";;FALSE
Drôme. Cédric Sarrazin : « Grâce à l’alternance, on apprend notre métier et surtout on tisse son réseau »;https://www.ledauphine.com/economie/2023/10/10/cedric-sarrazin-grace-a-l-alternance-on-apprend-notre-metier-et-surtout-on-tisse-son-reseau;2023-10-10 11:27:00;France;LeDauphine.fr;Il sera l’invité surprise de la soirée de l’Ecema, l’école de management valentinoise, jeudi 12 octobre dans les Ateliers magiques de Dani Lary à Barbières. Cédric Sarrazin ne sortira pas du chapeau du magicien (quoi que !) mais le DRH monde parfumerie fine au sein du groupe DSM-Firmenich devrait inspirer, par son parcours, les étudiants valentinois de la promotion 2023.;"Economie; Vie des entreprises; Direct Entreprises; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme; Barbières; Edition Romans / Nord Drôme";;FALSE
Drôme. Cette section maternelle pour enfants autistes veut « les amener vers l’autonomie en les ouvrant au monde »;https://www.ledauphine.com/education/2023/10/09/cette-section-maternelle-pour-enfants-autistes-veut-les-amener-vers-l-autonomie-en-les-ouvrant-au-monde;2023-10-09 19:54:00;France;LeDauphine.fr;À Donzère, l’école maternelle Aiguebelle accueille depuis la rentrée 2022 une unité réservée aux enfants autistes. Un an après son ouverture, l’équipe pédagogique de cette section unique dans le Sud-Drôme raconte comment elle accompagne ces élèves pour développer leur autonomie et leur savoir-être, en vue de la poursuite de leur scolarité, parfois même en milieu ordinaire.;"Education; Maternelle - Elémentaire; Donzère; Autour de Montélimar; Edition Montélimar / Drôme Provençale; Drôme; Info Premium; Santé; Valence";;FALSE
Bourg-lès-Valence. Josette Léorat a reçu la médaille du tourisme;https://www.ledauphine.com/societe/2023/10/09/josette-leorat-a-recu-la-medaille-du-tourisme;2023-10-09 19:53:05;France;LeDauphine.fr;Josette Léorat a le tourisme chevillé au corps. Elle a œuvré 20 ans à la tête de l’office de tourisme de Valence et est associée à de nombreux événements touristiques. Pour tout cela et plus, elle a reçu la médaille d’or du tourisme.;"Société; Vie associative; Drôme; Bourg-lès-Valence; Rovaltain; Edition Valence / Rhône Crussol / Vallée de la Drôme";;FALSE
Saillans. Duo père fils sur les planches vendredi 13 octobre;https://www.ledauphine.com/culture-loisirs/2023/10/09/duo-pere-fils-sur-les-planches-vendredi-13-octobre;2023-10-09 19:40:00;France;LeDauphine.fr;Vendredi 13 octobre à 20 h 30 au Théâtre du temple à Saillans, Faubourg 26 présente La fin du monde est pour dimanch e par la compagnie Les Pas Sages.;"Culture - Loisirs; Spectacle; Saillans; Diois; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme";;FALSE
Romans-sur-Isère. Les Années folles, nouveau thème de la braderie vintage, du 13 au 15 octobre;https://www.ledauphine.com/culture-loisirs/2023/10/09/les-annees-folles-nouveau-theme-de-la-braderie-vintage-du-13-au-15-octobre;2023-10-09 19:40:00;France;LeDauphine.fr;10 000 visiteurs sont attendus de vendredi 13 à dimanche 15 octobre.;"Culture - Loisirs; Foire et salon; Fête locale; Drôme; Romans-sur-Isère; Romans; Edition Romans / Nord Drôme";;FALSE
Montélimar. Première Biennale du verre du 13 au 15 octobre;https://www.ledauphine.com/culture-loisirs/2023/10/09/premiere-biennale-du-verre-du-13-au-15-octobre;2023-10-09 19:40:00;France;LeDauphine.fr;L’association De verre et lumière, née grâce à sept artistes verriers de la Drôme, de l’Ardèche et du Vaucluse à la suite d’une exposition en 2021, organise la première Biennale du verre à Montélimar de vendredi 13 à dimanche 15 octobre de 10 à 19 heures (18 heures le dimanche).;"Culture - Loisirs; Exposition - Arts plastiques; Montélimar; Montélimar-bassin; Edition Montélimar / Drôme Provençale; Drôme";;FALSE
Valence. Le salon du mariage samedi 14 et dimanche 15 octobre;https://www.ledauphine.com/carnet-du-jour/2023/10/09/le-salon-du-mariage-samedi-14-et-dimanche-15-octobre;2023-10-09 19:40:00;France;LeDauphine.fr;Avis aux futurs mariés, le plus grand salon du mariage de Drôme-Ardèche se tiendra samedi 14 et dimanche 15 octobre au palais des congrès Jacques-Chirac de Valence.;"Société; Mariage; Valence; Valence-bassin; Edition Valence / Rhône Crussol / Vallée de la Drôme; Drôme; Culture - Loisirs";;FALSE
Montélimar. La 28e édition des Cafés littéraires débute mercredi 11 octobre;https://www.ledauphine.com/culture-loisirs/2023/10/09/la-28e-edition-des-cafes-litteraires-debute-mercredi-11-octobre;2023-10-09 19:40:00;France;LeDauphine.fr;Mercredi 11 octobre, c’est reparti pour les Cafés littéraires qui fêtent cette année leur 28e édition.;"Culture - Loisirs; Livres - BD; Montélimar; Montélimar-bassin; Edition Montélimar / Drôme Provençale; Drôme";;FALSE
